intent,user_input,response
booking,Do you take an online booking link?,You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,Dress you experience an online booking link?,You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,Do you have an on line booking link?,You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,"Hey, Can I reschedule my engagement?",You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,"Hey, Can I reschedule my date?",You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,"Hey, Can I reschedule my assignment?",You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,"Hi, Do I need a depositary to holy scripture?",You can schedule at venue.ink/@sweeneyink. A $50 deposit is required and there is no rescheduling or canceling within 48 hours.
booking,"Hello, Do I need a deposit to record book?",You can schedule at venue.ink/@sweeneyink. A $50 deposit is required and there is no rescheduling or canceling within 48 hours.
booking,"Hi, Do I call for a repository to book?",You can schedule at venue.ink/@sweeneyink. A $50 deposit is required and there is no rescheduling or canceling within 48 hours.
booking,"Hi, Do I need a sedimentation to book?",You can schedule at venue.ink/@sweeneyink. A $50 deposit is required and there is no rescheduling or canceling within 48 hours.
booking,how do i rule book? lol,Appointments are booked through venue.ink/@sweeneyink with a $50 deposit to secure the time.
booking,how do i script? lol,Appointments are booked through venue.ink/@sweeneyink with a $50 deposit to secure the time.
booking,how do i word of god? lol,Appointments are booked through venue.ink/@sweeneyink with a $50 deposit to secure the time.
booking,how come i book? lol,Appointments are booked through venue.ink/@sweeneyink with a $50 deposit to secure the time.
booking,how practice i good book? lol,Appointments are booked through venue.ink/@sweeneyink with a $50 deposit to secure the time.
booking,how coiffure i book? lol,Appointments are booked through venue.ink/@sweeneyink with a $50 deposit to secure the time.
booking,"Hi, reserve? lol","Please book at venue.ink/@sweeneyink. A $50 deposit is required, and appointments cannot be canceled or rescheduled within 48 hours."
booking,"Hi, book? lol","Please book at venue.ink/@sweeneyink. A $50 deposit is required, and appointments cannot be canceled or rescheduled within 48 hours."
booking,"Hi, hold? lol","Please book at venue.ink/@sweeneyink. A $50 deposit is required, and appointments cannot be canceled or rescheduled within 48 hours."
booking,"Hello, booking? lol","Please book at venue.ink/@sweeneyink. A $50 deposit is required, and appointments cannot be canceled or rescheduled within 48 hours."
booking,Fast question: booking?,You can schedule at venue.ink/@sweeneyink. A $50 deposit is required and there is no rescheduling or canceling within 48 hours.
booking,Quick question: engagement?,You can schedule at venue.ink/@sweeneyink. A $50 deposit is required and there is no rescheduling or canceling within 48 hours.
booking,"Hey, what ' s your engagement insurance?",You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,"Hey, what ' s your engagement policy?",You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,"Hey, what ' s your booking policy?",You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,"Hey, what ' s your reservation policy?",You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,"Hey, what ' s your booking insurance policy?",You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,"Hey, what ' s your booking insurance?",You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,How make One schedule with Sweeney Ink? please,You can schedule at venue.ink/@sweeneyink. A $50 deposit is required and there is no rescheduling or canceling within 48 hours.
booking,How perform I agenda with Sweeney Ink? please,You can schedule at venue.ink/@sweeneyink. A $50 deposit is required and there is no rescheduling or canceling within 48 hours.
booking,How behave I docket with Sweeney Ink? please,You can schedule at venue.ink/@sweeneyink. A $50 deposit is required and there is no rescheduling or canceling within 48 hours.
booking,How act I schedule with Sweeney Ink? please,You can schedule at venue.ink/@sweeneyink. A $50 deposit is required and there is no rescheduling or canceling within 48 hours.
booking,How do 1 docket with Sweeney Ink? please,You can schedule at venue.ink/@sweeneyink. A $50 deposit is required and there is no rescheduling or canceling within 48 hours.
booking,"Just wondering, Do I need a bank deposit to leger?",You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,"Just wondering, Exercise 1 need a deposit to book?",You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,"Just wondering, Do Ane need a deposit to volume?",You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,"Just wondering, Make I need a deposit to book?",You can book directly through my booking page at venue.ink/@sweeneyink. A $50 deposit is required to secure your appointment and appointments cannot be rescheduled or canceled within 48 hours.
booking,"Hello, How do I docket with Sweeney Ink? lol",Booking is available online at venue.ink/@sweeneyink. A $50 deposit is required to hold your appointment.
booking,"Hi, How dress 1 schedule with Sweeney Ink? lol",Booking is available online at venue.ink/@sweeneyink. A $50 deposit is required to hold your appointment.
